word,entropy
ramie,5.43632627000154
stone,5.436301698507002
adore,5.435577218616868
races,5.435568729385806
apert,5.435186194824994
prise,5.434980521224219
aures,5.434458371679336
dares,5.434441153919845
crame,5.43379876765787
pareo,5.433188827521358
rayne,5.433013089991477
trans,5.432895925248925
neals,5.432471784692163
lapse,5.432351878442422
denar,5.431975551790602
score,5.431460831055093
cates,5.431159897826942
crena,5.430430615386482
close,5.429751396139735
leary,5.428538178856254
triol,5.428476652086495
cries,5.428221537141245
potae,5.42820538585719
hanse,5.427926414380648
trope,5.427866871409214
leirs,5.427679841363338
tiles,5.4273118229452555
cared,5.427270893245316
lader,5.426889516022249
noter,5.426188258372199
socle,5.4258417253900975
nates,5.425731168494309
riles,5.425601846075049
table,5.4255870662084735
trona,5.425572476997543
neist,5.425296987359152
throe,5.425007061090872
feart,5.42301213663685
shore,5.423006779807283
blate,5.422839280467292
rased,5.422556136928121
tarns,5.422348016140755
paste,5.421904483143788
segar,5.421830760858537
surat,5.421720634380159
gater,5.4216209588556525
horse,5.421085123920552
sayne,5.420784623672616
pares,5.419937923375611
oared,5.419757210521798
arsey,5.4196535050756705
stela,5.418285913388378
leapt,5.418119667603724
truce,5.417510483420884
grace,5.417198321930627
recal,5.41551784177534
tarsi,5.41524731356474
earth,5.4151267874657405
sored,5.41487782482276
stean,5.414327285186939
tenia,5.414311180555246
risen,5.414273194614318
terns,5.413675705997307
touse,5.413526965675534
rones,5.412896716625275
sable,5.412780655360447
taber,5.410838018138056
cause,5.410599932593126
farse,5.410294777340341
salep,5.409366513296692
sture,5.408308110847312
mater,5.406781457513267
oiler,5.406297831536975
coset,5.406214313533562
tired,5.406059703334435
lated,5.40589401123148
liner,5.4044073890346365
stade,5.404163643489919
rotan,5.40415960063868
hares,5.403719880615192
niter,5.403434144583378
trues,5.4031082863054545
saned,5.402636127331945
blaer,5.402170145381287
dears,5.4017039256829
aider,5.401612889475351
rails,5.400381149067767
taces,5.400270352920166
spane,5.399899233986378
pears,5.399247139065719
areic,5.3989011775676055
coure,5.398000692694399
sired,5.397990369120481
lathe,5.397525457213554
drone,5.397330091815502
haste,5.39720746561085
ayrie,5.396719721813022
tails,5.396126756432152
apter,5.3954887116156
aeons,5.395353961382604
blase,5.3947580292944215
sonce,5.394131326539741
solei,5.394081289050921
conte,5.392577258666267
arpen,5.392531284423491
saber,5.391689470323635
carol,5.391532200263034
pilae,5.391430861855811
aloed,5.391036624925228
brace,5.3908633594507975
curet,5.390514873175719
shier,5.389754278161528
prose,5.38971888396231
tones,5.389417801590026
tased,5.3892603588192225
lyase,5.38779938722595
moire,5.387741679990733
cline,5.387472913453815
yeast,5.386118522622787
clone,5.385966322795024
samel,5.385635944054071
farle,5.385125604888458
snarl,5.384792524642559
antes,5.384576709742589
starn,5.383475273155849
coast,5.383204736941749
cores,5.383163266646666
place,5.382929027003376
slain,5.382783452559962
recta,5.3826652098711705
orles,5.38239733667797
clade,5.381489816898812
lotes,5.381190977988762
spear,5.381116194467561
sceat,5.381036159138064
erica,5.380544747584419
hears,5.379744832287767
maerl,5.379137667076348
sault,5.3784494821137105
riels,5.377516125904282
flare,5.377380516185069
rials,5.376550616029165
lairs,5.376382008997598
scart,5.376119426484783
coste,5.37609752953076
outre,5.375945266836412
prone,5.375318071699882
seton,5.374314532918771
resto,5.37396929615596
arils,5.3736256726732465
spire,5.373607580234055
lirot,5.373376539713478
perst,5.373112862351392
sieur,5.372799977562881
lande,5.37250518842794
rimae,5.372209173684406
realm,5.371962331134755
beast,5.371544753108616
clast,5.371538680801349
ureal,5.371434352506658
ratos,5.371286226064031
steil,5.370910053531685
salto,5.369927200779646
panel,5.369860210568175
elans,5.369569292960895
rines,5.369297476691145
cires,5.368773848055986
recit,5.368567296150917
canes,5.368518994287915
roans,5.36826447685862
range,5.368066199491967
lites,5.368057701439963
cairn,5.367931479160452
airts,5.367149473277343
pleat,5.36634646094778
piert,5.365779648081874
drant,5.364769985952936
satin,5.364484005357495
cadet,5.36441626825462
paten,5.364206485032841
satem,5.3633838926504485
nerol,5.363049778866307
meant,5.362752372674031
leash,5.361860070234873
shoer,5.361844838182912
rotas,5.361058925606187
artis,5.360602550846905
plier,5.360555141443255
layer,5.360411010376145
caple,5.3600815362679155
noser,5.359520906915476
acres,5.359025932481127
losen,5.3589706666254004
ancle,5.358541972292253
reins,5.357864531327351
stern,5.357714827022326
manet,5.357516834666045
drape,5.357160458287442
tapen,5.35688611130923
louse,5.356774577590209
yearn,5.355936006764154
morse,5.35480138080591
ailed,5.3545378436377735
selah,5.354387196527148
urine,5.3535818420044645
tuner,5.353023517585726
tines,5.352576181516619
liers,5.3525226317177665
phare,5.3519950659560855
roted,5.35156364854948
cabre,5.350788825909447
cruse,5.350376158523535
coral,5.350114628516868
tonal,5.349624928862463
thole,5.349010308218617
ratio,5.348651696809391
drest,5.348260836287449
elint,5.348128026849183
slide,5.347630503252601
cosie,5.347567296088369
prest,5.347432753667295
shite,5.347229417294699
padre,5.346693862207296
togae,5.346580579059362
snort,5.34608496119705
troad,5.345944862925381
loran,5.344971838570587
doter,5.344422690695975
braes,5.343577758098559
sloan,5.3435165047413635
manse,5.343395624446307
aiery,5.343374719730272
liars,5.343364574381905
tribe,5.3431564533338545
since,5.3429054976562975
trave,5.342854387632153
taroc,5.342107654978016
orals,5.342042202643347
clean,5.341880965656942
curie,5.341759264619005
mitre,5.341712735230498
rosit,5.341428861305639
resin,5.341160685933132
slipe,5.341124619316648
arson,5.340565805036798
uraei,5.3404627088619065
grise,5.339734040362981
spore,5.339149842789518
inert,5.339045783208279
gares,5.339036299469901
laris,5.338675305069938
maser,5.338280482523121
snirt,5.337864148559678
scrat,5.337371571832186
shiel,5.337359751659598
lager,5.337209330368828
teins,5.337162186264063
mares,5.336513371439577
reads,5.336247685060469
sidle,5.335667571037189
sware,5.335426695883291
snail,5.335312315261388
cedar,5.335038365850595
curse,5.334816847881885
talon,5.334635562319446
sider,5.334436567419532
laces,5.3344034205784965
gorse,5.33312133114827
rouen,5.333054055371868
salon,5.332359609709613
baler,5.332347425346261
caper,5.331900059988715
eorls,5.3317848272676684
triad,5.330471276949357
rains,5.330116222239701
presa,5.328470859803709
luter,5.32844757251518
their,5.327518601486524
drice,5.3269904109236395
clies,5.326987375948273
rapes,5.326743774035166
rents,5.325683906526921
locie,5.325615568552975
stage,5.325268264685899
ulnae,5.325173604810045
petal,5.325046188896717
seric,5.324880742558278
deals,5.324684221930253
claro,5.324381546727863
sepal,5.324340962371513
triac,5.323906395306798
enact,5.323889276896796
toper,5.323191847614965
tsade,5.32280934330884
caron,5.322647498162203
trios,5.32243869044745
inlet,5.321632260784966
redan,5.320345506147362
arced,5.320179373201997
tepal,5.320114843108633
hoise,5.319604617599687
lamer,5.319060959188243
peals,5.319017472256378
price,5.318989569425346
cruel,5.3188700666115345
cadie,5.31819089664073
early,5.317115804441666
trash,5.316938530836981
lased,5.316607376386461
peats,5.316124034875938
rants,5.316049589626684
gears,5.315829082862259
lutea,5.315441824081229
brise,5.31539448914196
laden,5.315047512954402
smear,5.314888911702499
rhine,5.3145838866560435
trois,5.314437423907284
urent,5.314059081681814
tolan,5.313945038384852
nurse,5.3137974361483185
reaps,5.313764903580018
poise,5.313678581783316
ourie,5.313502169388333
crost,5.313356923209968
rhone,5.313197914119913
speat,5.312455877828228
drent,5.312382500124656
deist,5.312298955007395
torah,5.312100513077538
santo,5.312094841833533
dales,5.311828297999904
solan,5.3110174612982215
sarod,5.310990564761359
spier,5.310848730172301
solde,5.310096917608855
tains,5.309560430877209
carts,5.309472700629671
dates,5.3093744880532325
certs,5.309190239593819
telos,5.309104319140129
dries,5.308457743198985
louie,5.308300918375161
lunet,5.307755592337838
osier,5.307684304081365
olent,5.307673189702211
toled,5.307641505499011
shote,5.307570567729515
aurei,5.306977608652065
merit,5.306924639744077
toyer,5.305527003642814
relay,5.3054104251137435
abore,5.303919431510547
aimer,5.3038088947522715
baste,5.30365459734756
islet,5.303649999271016
inter,5.303585856865746
belar,5.3034438459994995
groat,5.303314346157561
prent,5.302046725361168
arnut,5.301752778120188
aruhe,5.30165827881606
poler,5.301536505323591
spile,5.301134891241103
stria,5.301040754893999
baser,5.300562113976665
pates,5.299233618758121
space,5.299158176670599
spite,5.299065634580232
tapes,5.299053032708232
soled,5.298819034158113
teads,5.298788800085507
clame,5.298740788620963
alecs,5.298688871762249
pacer,5.297724023125218
bares,5.2971092756794365
ayres,5.297061426237179
resay,5.296892926832375
terga,5.296167981319654
spart,5.296128891768723
drail,5.295979823367074
cesta,5.295943434928493
raced,5.2958961957057324
roues,5.295789870039616
pales,5.295528887626092
pries,5.2952760938248495
moile,5.295216457106672
ronde,5.295167945491873
ramen,5.295132510105162
nerts,5.295084960183519
heist,5.294966049202374
boart,5.294785484659069
birle,5.294496669344659
birse,5.2942995088281
years,5.293801572037268
oread,5.293774979922827
reach,5.293654224303238
onset,5.293635481859794
dance,5.293597267397255
sheal,5.293446721641339
salut,5.2931552676717635
apres,5.292662921591032
those,5.291735222430669
astir,5.291688523174764
glace,5.291681721205354
safer,5.291650863596781
goier,5.290935950434734
slope,5.2906050256164665
cried,5.290372739658376
heals,5.289732304972939
renay,5.289435441172421
pared,5.289367300981875
tapir,5.288984222670612
renos,5.288940982886124
sucre,5.288579262412786
ahent,5.288566737709946
isnae,5.288372356311408
saunt,5.287934460232525
trema,5.287170874830632
slake,5.287030428575422
cripe,5.28651306879901
tians,5.285915965338335
pause,5.285657227569355
sedan,5.285160842958829
samen,5.285085802019672
ureas,5.284915996765194
leany,5.284573775259654
taupe,5.284198365985729
blore,5.283795352562333
larns,5.283747925402687
waite,5.283740069578812
tolas,5.283689684677544
senti,5.283601923866953
chase,5.2835218003740785
smore,5.283157444294988
feast,5.283053569997069
lines,5.283009976937136
retag,5.282883096084703
heats,5.282401909302968
riled,5.281669438399279
rache,5.281402373404004
vaire,5.2810914766593555
morne,5.2808557796619535
peril,5.28069312225532
outer,5.280644454553298
airns,5.280129840298622
hales,5.2800121490122525
ranis,5.279697607109616
ceros,5.279154994593521
blear,5.278904417177652
haute,5.278771465893664
piler,5.278460433801642
sited,5.278414687325646
sural,5.278031383367145
utile,5.276972135274116
soyle,5.2765507029985335
brose,5.276343425617964
siled,5.276159934035275
liras,5.276062621329328
rages,5.2759875788573956
stein,5.275900584849921
perai,5.275861541787432
morel,5.275550063332919
ocrea,5.2751462601970065
slime,5.275099321130441
tilde,5.273952328661721
grade,5.273926450871294
crias,5.273800495416214
suent,5.2736559160230305
stain,5.273643976843889
tiled,5.273436937623762
naled,5.273378611270661
thine,5.273226747687386
shine,5.273119171716558
morat,5.272920026145342
doner,5.272917283525519
inset,5.272794543981589
hates,5.2727203746661315
istle,5.272350931160565
hause,5.272020585759883
neath,5.271675989380171
pance,5.271534818403801
spiel,5.271433000968415
doser,5.271385972821443
agile,5.271345742128037
coles,5.271121081850974
souce,5.27102898245794
swale,5.27076859407159
shalt,5.2704683237622945
false,5.269441421987361
reams,5.268396901458819
carls,5.267944469524829
tawer,5.267430269154913
sapor,5.266972084879914
grone,5.266761916128846
hotel,5.266514792247043
amole,5.266357433200129
repot,5.265056917882936
hared,5.264464518732934
bears,5.264190887348535
dores,5.264106954237216
loipe,5.263615040101264
slyer,5.263272601053415
canst,5.262862782393276
chore,5.262737623902353
sawer,5.262556094157005
penal,5.262342094223897
trued,5.26218462629484
sprat,5.261730775720672
soger,5.261415793127818
regal,5.2614037221738705
farce,5.260884874771915
culet,5.259546888343793
aglet,5.259434296045737
eclat,5.258936023708028
hoser,5.258642096542928
rosed,5.25860856091645
laird,5.258391596675387
acers,5.25827793632145
enrol,5.257998495749563
shone,5.257977141114976
ceils,5.25747729504633
water,5.257439489199423
tiros,5.257061439602011
trend,5.256699261793206
lades,5.2566426631598855
cuter,5.256383141003553
saith,5.256060003908835
brine,5.255865141721371
anted,5.255622135421032
cager,5.255448781834457
cable,5.25543605863878
poser,5.255284887022302
cored,5.254653908591889
brast,5.254649718365926
intel,5.254576003626441
heard,5.254474765659886
teach,5.254409499201893
tawse,5.25432325802125
anode,5.253542636711814
riots,5.253382238069732
parol,5.2531502181345555
urena,5.25304836042303
roust,5.252851483510194
scone,5.252786486239864
teloi,5.2527405467139126
cotes,5.252262115363037
plait,5.251991618410668
noule,5.251796253403584
crans,5.25179415896046
luser,5.251726539212047
loans,5.251500282764556
toned,5.251389693786936
lento,5.251036063968561
curat,5.2507633153644475
afire,5.250717311013864
doest,5.250485621515386
lures,5.250112623115175
notes,5.250019246973268
borne,5.250011015413833
eloin,5.2499290227635855
sithe,5.249544195527476
acred,5.249499846993341
madre,5.248891887015412
noles,5.248481065701047
grape,5.248356133402275
pilea,5.2480094703048605
tames,5.247694286314828
sewar,5.2475166831257924
timer,5.247412281315877
seity,5.247243698336396
borel,5.247126885423305
aport,5.2470262334857924
pores,5.246712817491405
deans,5.246708466971709
boite,5.246126178739387
honer,5.245898134724921
septa,5.245066300534704
taker,5.244716309843721
drain,5.244658039109855
roble,5.244253396176973
sonde,5.243837939508956
eland,5.2437895156029874
parge,5.24367279264632
satyr,5.243509590423073
metal,5.243452726808122
droit,5.24325282647169
crake,5.243113866748849
meals,5.243106653104665
speir,5.242834226711507
smart,5.24207770778084
aunes,5.241685604227969
geals,5.2414015992176255
rices,5.24133725927773
carns,5.241284238724395
grant,5.241281499935288
padle,5.241005422045938
olpae,5.240806456632955
write,5.240663362125028
tiger,5.240573726972297
royne,5.240400139299162
meats,5.240231393122173
tache,5.239468015651652
saker,5.23912816245241
rhies,5.238951215676546
plast,5.238676281198837
arish,5.238296978317937
blite,5.238018521883446
ablet,5.237781824257473
liard,5.237351604387441
torsi,5.237337869260304
acute,5.237285400392543
naris,5.237178350206582
trike,5.2363293457425195
trons,5.236312240619717
roils,5.236039137357277
cites,5.235985828078563
hoast,5.235861011410683
gilet,5.235846607045787
polar,5.235489655363816
druse,5.23526044149938
delta,5.235089449331682
geats,5.23507911618258
tules,5.235038032320729
lotsa,5.234782358277208
diner,5.23462921786489
rules,5.234222823030484
eliad,5.233849918825041
repla,5.2336998356500715
caned,5.233346071290782
hires,5.233279928221168
flane,5.23322809728082
bleat,5.233089403873684
redia,5.2323040403689145
sutor,5.232231085091085
ranke,5.231725719287266
nites,5.230958877396325
peans,5.230897766237513
leads,5.23080569179354
miter,5.230694312541766
smile,5.230522327738155
toils,5.230373832216253
blaes,5.230339902755113
teams,5.2297581597450185
panes,5.229687822421133
hance,5.229635819995823
lepra,5.229600007854456
minae,5.229090600177772
recto,5.228847890606424
lyart,5.228680356416269
rheas,5.2279702200998655
taish,5.2276590636157065
deary,5.227505811531212
crime,5.227263095193912
skate,5.2271417820122075
caber,5.226981931388587
eards,5.226660241933586
slaty,5.226336610101597
airth,5.226117697011033
haets,5.226097896732688
smite,5.226090144075475
forte,5.226070214935015
gales,5.225924033493563
prial,5.225689449976453
macle,5.225451862578074
strep,5.225352919845205
besat,5.2248552590219655
tosed,5.224827893241848
tirls,5.223209033030486
speal,5.223097376605686
pelta,5.221759507164912
riley,5.220623989881472
coals,5.220552755193994
altos,5.220324482465202
brant,5.220247633639975
stied,5.219654407775184
wrote,5.219356123498575
aloin,5.219278226888246
argue,5.2191188037995975
eruct,5.219016679214685
tardo,5.218862484433393
tawie,5.218500443508066
blart,5.21848547400369
ploat,5.217844347562217
grice,5.217789728485206
paseo,5.217771868646592
artsy,5.217735593605836
enlit,5.2175585233124835
erics,5.217535510960505
telco,5.217208967764341
males,5.216872696531469
loper,5.216821813173476
coats,5.216772512643311
lotas,5.216764867480041
drats,5.216519433732163
caneh,5.216228872072323
actor,5.2159375789961
gates,5.2157951217403555
trins,5.215676468129205
argot,5.214967560321391
faine,5.214903801310629
gator,5.2146098173648605
lited,5.214587790906958
mates,5.214369571430029
heirs,5.213938425750688
geist,5.213924385228727
namer,5.213813206028054
camel,5.213769317494467
loirs,5.2126986978512075
poral,5.212619768386881
remit,5.212200872876793
glair,5.212127687831978
notal,5.2117737641288
afore,5.211487390275226
crues,5.210961595239419
asper,5.210784935279383
lairy,5.210734657996431
walie,5.210694502765308
liens,5.210567823572547
scant,5.210368532638902
lucre,5.209917133619463
wanle,5.209838691709257
cutie,5.2098196456910655
prats,5.20969738722784
shoat,5.209390478674663
sober,5.208938261672046
frise,5.208745169754056
reman,5.208662493406441
sured,5.208506428206624
styre,5.2083481349469345
troke,5.207709217034721
scape,5.207566238258813
paeon,5.207529356743205
shade,5.207197466600615
daint,5.206962166847337
syren,5.206611641847292
crome,5.206277779723239
barde,5.205890967303463
waler,5.20586556342812
escar,5.2054044555328325
hosel,5.205190538924392
tices,5.205188066004298
rotis,5.204856430005732
lenis,5.203496846434572
leaps,5.203298352996175
spalt,5.203262759616573
cones,5.203109933241362
latke,5.202874235688793
slept,5.202707760258139
chart,5.202157924393226
sieth,5.2020391630304905
cased,5.202005843598966
stipe,5.201639845491743
raphe,5.200788644904703
grail,5.200525853826339
tined,5.200491971893854
grame,5.2001906348278135
artic,5.199760439001587
motel,5.199634798217626
toney,5.1996317261388
psoae,5.199544667091541
piste,5.199474983333224
miler,5.198943716122345
plies,5.198851419005834
yales,5.19880234898284
tepas,5.198633035394673
purse,5.197432298651966
meril,5.197315363370342
tabes,5.19698199741191
seare,5.196655771973576
coria,5.1966393426680835
fares,5.196469021035456
biter,5.196380010033115
inure,5.196136086243215
clats,5.195609670218677
pelas,5.195410543547604
stead,5.195061912655122
helot,5.194596794870102
olein,5.194431503814607
preon,5.194356395441346
aides,5.194329335829363
yates,5.194153210150149
macer,5.194140770046943
slaid,5.193839535875505
mesal,5.193022570600522
steno,5.192861679915401
caird,5.192719971912337
phase,5.192650230264244
sield,5.192610509665977
horal,5.192364808834543
yrent,5.192281667871506
feral,5.191905024251964
spine,5.191887293174968
ciels,5.191663107833389
runes,5.191592938535209
urial,5.19153085715821
anger,5.1909798298471435
cream,5.190935159759483
aside,5.1907347781681725
sadhe,5.190703219633192
sined,5.190627414818114
lenti,5.1904879860613296
sharn,5.190264183915252
tyler,5.190180831177731
lants,5.1891817448557385
blert,5.189027258031346
saree,5.188846500840409
trads,5.188673887343854
beals,5.1882567309133245
pilar,5.188218647469871
nails,5.1880174034263895
amine,5.187994013691683
snide,5.187696947058872
lenos,5.187571095823466
apers,5.187570003527336
corey,5.187497067395648
laced,5.187132445198066
rotls,5.186904120380461
sutra,5.186722263439288
taver,5.186592127304797
sluit,5.186360994878147
chile,5.186281542832217
smote,5.186140522469943
rodes,5.186093809093568
shape,5.185889510924777
cital,5.185666526638588
slave,5.185665436657702
angle,5.1850332351055695
pareu,5.184909110906
etnas,5.184604817957167
perts,5.184495787799659
paint,5.183879100060117
tarre,5.183754084199003
short,5.183743169603331
nicer,5.183412390269045
twire,5.1829197077994875
raped,5.182847225375624
maist,5.182230024850711
shero,5.182153351496118
prost,5.1820217807265525
abler,5.181803106719037
elsin,5.181692319204737
plant,5.181617369077619
cotan,5.181570456202984
leish,5.181493241070403
beats,5.1814346750449545
cheat,5.180958652349676
scail,5.180868311596202
dolce,5.180641926705266
tabor,5.1805388480740895
aroid,5.180136613573501
teind,5.179798079756298
laith,5.179502871627857
racon,5.179457204069561
hoten,5.179186523881892
alike,5.178798840173199
leach,5.1787640337697125
noels,5.178345221011668
anime,5.178277586816635
brent,5.178098715280554
coder,5.177872722082694
saver,5.177604791277017
snipe,5.176698700172998
tinas,5.176542703000425
genal,5.176521519659382
rebit,5.176336788525102
loath,5.176107733240061
lithe,5.17608522383621
recon,5.175718644046517
almes,5.175541581666631
clied,5.175529442246693
litas,5.175037234090182
older,5.174711272202647
ashet,5.174652371311205
darts,5.174464607883578
doers,5.174359642340824
mores,5.174234496209809
haint,5.174226363127128
worse,5.174201686230572
wares,5.17416215330876
bates,5.174061528611168
spait,5.1740035784152365
tauon,5.173966658680137
comae,5.173850680351451
loris,5.173762977312456
waste,5.172849800296477
radge,5.172750338614294
dinar,5.172503414885624
shirt,5.171998473105001
hilar,5.171666141808055
cures,5.171661165118998
parts,5.171637385251519
sheol,5.171525700028459
court,5.171292702925058
heron,5.170535528224706
spelt,5.1703580432979726
claut,5.170084652585867
entia,5.169970132247375
fears,5.1698116047119145
simar,5.169657843441918
bries,5.169377220459365
snead,5.169178575607681
prune,5.169067815598554
horst,5.169028565698808
bales,5.168771189352985
miser,5.1686932844888664
lutes,5.1685973927343385
swear,5.1685419824303125
ragde,5.168065734100693
tyres,5.167989976375968
freit,5.167877963886381
rainy,5.167670612232716
ousel,5.167599755467718
tunes,5.167599613058013
lames,5.167591354042746
gores,5.167509699644648
pieta,5.166882536741456
monte,5.166739308684808
amort,5.166610431251849
praos,5.166443228188047
